game,sea_year,date,opponent,nd_rank,opp_rank,head_coach,result,nd_score,opp_score,month,day,year,site,opp_w,opp_l,opp_t,div-1A
3,1899,10/4/1899,Chicago,,,James McWeeney,L,6,23,10,4,1899,Away,8,0,2,1
5,1899,10/18/1899,Michigan,,,James McWeeney,L,0,12,10,18,1899,Away,8,2,0,1
9,1899,11/18/1899,Purdue,,,James McWeeney,T,10,10,11,18,1899,Away,4,4,1,1
15,1900,10/25/1900,Indiana,,,Patrick O' Dea,L,0,6,10,25,1900,Away,4,2,2,1
17,1900,11/10/1900,Wisconsin,,,Patrick O' Dea,L,0,54,11,10,1900,Away,8,1,0,1
18,1900,11/17/1900,Michigan,,,Patrick O' Dea,L,0,7,11,17,1900,Away,8,2,1,1
22,1901,10/5/1901,Ohio Medical,,,Patrick O' Dea,W,6,0,10,5,1901,Away,1,9,0,0
23,1901,10/12/1901,Northwestern,,,Patrick O' Dea,L,0,2,10,12,1901,Away,8,2,1,1
25,1901,10/26/1901,Beloit,,,Patrick O' Dea,W,5,0,10,26,1901,Away,5,3,3,1
34,1902,10/25/1902,Indiana,,,James Faragher,W,11,5,10,25,1902,Away,3,5,1,1
35,1902,11/1/1902,Ohio Medical,,,James Faragher,W,6,5,11,1,1902,Away,1,9,0,0
39,1902,11/27/1902,Purdue,,,James Faragher,T,6,6,11,27,1902,Away,7,2,1,1
43,1904,10/22/1904,Ohio Medical,,,Louis Salmon,W,17,5,10,22,1904,Away,1,9,0,0
45,1904,11/5/1904,Kansas,,,Louis Salmon,L,5,24,11,5,1904,Away,8,1,1,1
47,1904,11/24/1904,Purdue,,,Louis Salmon,L,0,36,11,24,1904,Away,9,3,0,1
54,1905,11/11/1905,Indiana,,,Henry McGlew,L,5,22,11,11,1905,Away,8,1,1,1
56,1905,11/24/1905,Purdue,,,Henry McGlew,L,0,32,11,24,1905,Away,6,1,1,1
60,1913,11/1/1913,Army,,,Jesse Harper,W,35,13,11,1,1913,Away,8,1,0,1
61,1913,11/7/1913,Penn State,,,Jesse Harper,W,14,7,11,7,1913,Away,2,6,0,1
62,1913,11/22/1913,Christian Brothers,,,Jesse Harper,W,20,7,11,22,1913,Away,1,9,0,0
63,1913,11/27/1913,Texas,,,Jesse Harper,W,30,7,11,27,1913,Away,7,1,0,1
66,1914,10/17/1914,Yale,,,Jesse Harper,L,0,28,10,17,1914,Away,7,2,0,1
69,1914,11/7/1914,Army,,,Jesse Harper,L,7,20,11,7,1914,Away,9,0,0,1
71,1914,11/26/1914,Syracuse,,,Jesse Harper,W,20,0,11,26,1914,Away,5,3,2,1
74,1915,10/23/1915,Nebraska,,,Jesse Harper,L,19,20,10,23,1915,Away,8,0,0,1
76,1915,11/6/1915,Army,,,Jesse Harper,W,7,0,11,6,1915,Away,5,3,1,1
77,1915,11/13/1915,Creighton,,,Jesse Harper,W,41,0,11,13,1915,Away,1,9,0,0
78,1915,11/25/1915,Texas,,,Jesse Harper,W,36,7,11,25,1915,Away,6,3,0,1
79,1915,11/27/1915,Rice,,,Jesse Harper,W,55,2,11,27,1915,Away,5,3,0,1
81,1916,10/7/1916,Western Reserve,,,Jesse Harper,W,48,0,10,7,1916,Away,1,9,0,0
84,1916,11/4/1916,Army,,,Jesse Harper,L,10,30,11,4,1916,Away,9,0,0,1
86,1916,11/18/1916,Michigan State,,,Jesse Harper,W,14,0,11,18,1916,Away,1,9,0,0
88,1916,11/30/1916,Nebraska,,,Jesse Harper,W,20,0,11,30,1916,Away,6,2,0,1
90,1917,10/13/1917,Wisconsin,,,Jesse Harper,T,0,0,10,13,1917,Away,4,2,1,1
91,1917,10/20/1917,Nebraska,,,Jesse Harper,L,0,7,10,20,1917,Away,5,2,0,1
93,1917,11/3/1917,Army,,,Jesse Harper,W,7,2,11,3,1917,Away,7,1,0,1
94,1917,11/10/1917,Morningside,,,Jesse Harper,W,13,0,11,10,1917,Away,1,9,0,0
96,1917,11/24/1917,Washington & Jefferson,,,Jesse Harper,W,3,0,11,24,1917,Away,7,3,0,1
97,1918,9/28/1918,Case,,,Knute Rockne,W,26,6,9,28,1918,Away,1,9,0,0
98,1918,11/2/1918,Wabash,,,Knute Rockne,W,67,7,11,2,1918,Away,1,9,0,0
100,1918,11/16/1918,Michigan State,,,Knute Rockne,L,7,13,11,16,1918,Away,4,3,0,1
101,1918,11/23/1918,Purdue,,,Knute Rockne,W,26,6,11,23,1918,Away,3,3,0,1
102,1918,11/28/1918,Nebraska,,,Knute Rockne,T,0,0,11,28,1918,Away,2,3,1,1
105,1919,10/18/1919,Nebraska,,,Knute Rockne,W,14,9,10,18,1919,Away,3,3,2,1
108,1919,11/8/1919,Army,,,Knute Rockne,W,12,9,11,8,1919,Away,6,3,0,1
110,1919,11/22/1919,Purdue,,,Knute Rockne,W,33,13,11,22,1919,Away,2,4,1,1
111,1919,11/27/1919,Morningside,,,Knute Rockne,W,14,6,11,27,1919,Away,1,9,0,0
114,1920,10/16/1920,Nebraska,,,Knute Rockne,W,16,7,10,16,1920,Away,5,3,1,1
116,1920,10/30/1920,Army,,,Knute Rockne,W,27,17,10,30,1920,Away,1,9,0,0
119,1920,11/20/1920,Northwestern,,,Knute Rockne,W,33,7,11,20,1920,Away,3,4,0,1
120,1920,11/25/1920,Michigan State,,,Knute Rockne,W,25,0,11,25,1920,Away,1,9,0,0
123,1921,10/8/1921,Iowa,,,Knute Rockne,L,7,10,10,8,1921,Away,7,0,0,1
124,1921,10/15/1921,Purdue,,,Knute Rockne,W,33,0,10,15,1921,Away,1,6,0,1
127,1921,11/5/1921,Army,,,Knute Rockne,W,28,0,11,5,1921,Away,1,9,0,0
130,1921,11/19/1921,Marquette,,,Knute Rockne,W,21,7,11,19,1921,Away,1,9,0,0
134,1922,10/14/1922,Purdue,,,Knute Rockne,W,20,0,10,14,1922,Away,1,5,1,1
136,1922,10/28/1922,Georgia Tech,,,Knute Rockne,W,13,3,10,28,1922,Away,7,2,0,1
138,1922,11/11/1922,Army,,,Knute Rockne,T,0,0,11,11,1922,Away,8,0,2,1
139,1922,11/18/1922,Butler,,,Knute Rockne,W,31,3,11,18,1922,Away,1,9,0,0
140,1922,11/25/1922,Carnegie Tech,,,Knute Rockne,W,19,0,11,25,1922,Away,5,3,1,1
141,1922,11/30/1922,Nebraska,,,Knute Rockne,L,6,14,11,30,1922,Away,7,1,0,1
145,1923,10/20/1923,Princeton,,,Knute Rockne,W,25,2,10,20,1923,Away,3,3,1,1
148,1923,11/10/1923,Nebraska,,,Knute Rockne,L,7,14,11,10,1923,Away,4,2,2,1
150,1923,11/24/1923,Carnegie Tech,,,Knute Rockne,W,26,0,11,24,1923,Away,4,3,1,1
151,1923,11/29/1923,St. Louis,,,Knute Rockne,W,13,0,11,29,1923,Away,1,9,0,0
155,1924,10/25/1924,Princeton,,,Knute Rockne,W,12,0,10,25,1924,Away,4,2,1,1
157,1924,11/8/1924,Wisconsin,,,Knute Rockne,W,38,3,11,8,1924,Away,2,3,3,1
160,1924,11/29/1924,Carnegie Tech,,,Knute Rockne,W,40,19,11,29,1924,Away,5,4,0,1
166,1925,10/24/1925,Minnesota,,,Knute Rockne,W,19,7,10,24,1925,Away,5,2,1,1
167,1925,10/31/1925,Georgia Tech,,,Knute Rockne,W,13,0,10,31,1925,Away,6,2,1,1
168,1925,11/7/1925,Penn State,,,Knute Rockne,T,0,0,11,7,1925,Away,4,4,2,1
171,1925,11/26/1925,Nebraska,,,Knute Rockne,L,0,17,11,26,1925,Away,4,2,2,1
173,1926,10/9/1926,Minnesota,,,Knute Rockne,W,20,7,10,9,1926,Away,5,3,0,1
175,1926,10/23/1926,Northwestern,,,Knute Rockne,W,6,0,10,23,1926,Away,7,1,0,1
180,1926,11/27/1926,Carnegie Tech,,,Knute Rockne,L,0,19,11,27,1926,Away,7,2,0,1
181,1926,12/4/1926,Southern California,,,Knute Rockne,W,13,12,12,4,1926,Away,8,2,0,1
183,1927,10/8/1927,Detroit Mercy,,,Knute Rockne,W,20,0,10,8,1927,Away,7,2,0,1
185,1927,10/22/1927,Indiana,,,Knute Rockne,W,19,6,10,22,1927,Away,3,4,1,1
189,1927,11/19/1927,Drake,,,Knute Rockne,W,32,0,11,19,1927,Away,3,6,0,1
192,1928,10/6/1928,Wisconsin,,,Knute Rockne,L,6,22,10,6,1928,Away,7,1,1,1
194,1928,10/20/1928,Georgia Tech,,,Knute Rockne,L,0,13,10,20,1928,Away,10,0,0,1
199,1928,12/1/1928,Southern California,,,Knute Rockne,L,14,27,12,1,1928,Away,9,0,1,1
200,1929,10/5/1929,Indiana,,,Knute Rockne,W,14,0,10,5,1929,Away,2,6,1,1
203,1929,10/26/1929,Carnegie Tech,,,Knute Rockne,W,7,0,10,26,1929,Away,5,3,1,1
204,1929,11/2/1929,Georgia Tech,,,Knute Rockne,W,26,6,11,2,1929,Away,3,6,0,1
207,1929,11/23/1929,Northwestern,,,Knute Rockne,W,26,6,11,23,1929,Away,6,3,0,1
212,1930,10/25/1930,Pittsburgh,,,Knute Rockne,W,35,19,10,25,1930,Away,6,2,1,1
214,1930,11/8/1930,Pennsylvania,,,Knute Rockne,W,60,20,11,8,1930,Away,5,4,0,1
216,1930,11/22/1930,Northwestern,,,Knute Rockne,W,14,0,11,22,1930,Away,7,1,0,1
218,1930,12/6/1930,Southern California,,,Knute Rockne,W,27,0,12,6,1930,Away,8,2,0,1
219,1931,10/3/1931,Indiana,,,Hunk Anderson,W,25,0,10,3,1931,Away,2,5,1,1
223,1931,10/31/1931,Carnegie Tech,,,Hunk Anderson,W,19,0,10,31,1931,Away,3,5,1,1
231,1932,10/29/1932,Pittsburgh,,,Hunk Anderson,L,0,12,10,29,1932,Away,8,1,2,1
232,1932,11/5/1932,Kansas,,,Hunk Anderson,W,24,6,11,5,1932,Away,5,3,0,1
236,1932,12/10/1932,Southern California,,,Hunk Anderson,L,0,13,12,10,1932,Away,10,0,0,1
238,1933,10/14/1933,Indiana,,,Hunk Anderson,W,12,2,10,14,1933,Away,1,5,2,1
239,1933,10/21/1933,Carnegie Tech,,,Hunk Anderson,L,0,7,10,21,1933,Away,4,3,2,1
243,1933,11/18/1933,Northwestern,,,Hunk Anderson,W,7,0,11,18,1933,Away,1,5,2,1
250,1934,11/3/1934,Pittsburgh,,,Elmer Layden,L,0,19,11,3,1934,Away,8,1,0,1
252,1934,11/17/1934,Northwestern,,,Elmer Layden,W,20,7,11,17,1934,Away,3,5,0,1
254,1934,12/8/1934,Southern California,,,Elmer Layden,W,14,0,12,8,1934,Away,4,6,1,1
256,1935,10/5/1935,Carnegie Tech,,,Elmer Layden,W,14,3,10,5,1935,Away,2,5,1,1
257,1935,10/12/1935,Wisconsin,,,Elmer Layden,W,27,0,10,12,1935,Away,1,7,0,1
260,1935,11/2/1935,Ohio State,,,Elmer Layden,W,18,13,11,2,1935,Away,7,1,0,1
267,1936,10/24/1936,Pittsburgh,7,9,Elmer Layden,L,0,26,10,24,1936,Away,8,1,1,1
272,1936,12/5/1936,Southern California,9,,Elmer Layden,T,13,13,12,5,1936,Away,4,2,3,1
274,1937,10/9/1937,Illinois,,,Elmer Layden,T,0,0,10,9,1937,Away,3,3,2,1
275,1937,10/16/1937,Carnegie Tech,,,Elmer Layden,L,7,9,10,16,1937,Away,2,5,1,1
277,1937,10/30/1937,Minnesota,,4,Elmer Layden,W,7,6,10,30,1937,Away,6,2,0,1
280,1937,11/20/1937,Northwestern,12,,Elmer Layden,W,7,0,11,20,1937,Away,4,4,0,1
283,1938,10/8/1938,Georgia Tech,,,Elmer Layden,W,14,6,10,8,1938,Away,3,4,3,1
289,1938,11/19/1938,Northwestern,1,16,Elmer Layden,W,9,7,11,19,1938,Away,4,2,2,1
290,1938,12/3/1938,Southern California,1,8,Elmer Layden,L,0,13,12,3,1938,Away,9,2,0,1
295,1939,10/28/1939,Carnegie Tech,2,,Elmer Layden,W,7,6,10,28,1939,Away,3,5,0,1
297,1939,11/11/1939,Iowa,3,,Elmer Layden,L,6,7,11,11,1939,Away,6,1,1,1
303,1940,10/26/1940,Illinois,2,,Elmer Layden,W,26,0,10,26,1940,Away,1,7,0,1
307,1940,11/23/1940,Northwestern,14,10,Elmer Layden,L,0,20,11,23,1940,Away,6,2,0,1
308,1940,12/7/1940,Southern California,,,Elmer Layden,W,10,6,12,7,1940,Away,3,4,2,1
311,1941,10/11/1941,Georgia Tech,,,Frank Leahy,W,20,0,10,11,1941,Away,3,6,0,1
312,1941,10/18/1941,Carnegie Tech,8,,Frank Leahy,W,16,0,10,18,1941,Away,1,9,0,0
316,1941,11/15/1941,Northwestern,5,8,Frank Leahy,W,7,6,11,15,1941,Away,5,3,0,1
318,1942,9/26/1942,Wisconsin,,,Frank Leahy,T,7,7,9,26,1942,Away,8,1,1,1
322,1942,10/24/1942,Illinois,8,5,Frank Leahy,W,21,14,10,24,1942,Away,6,4,0,1
327,1942,11/28/1942,Southern California,8,14,Frank Leahy,W,13,0,11,28,1942,Away,5,5,1,1
329,1943,9/25/1943,Pittsburgh,,,Frank Leahy,W,41,0,9,25,1943,Away,3,5,0,1
331,1943,10/9/1943,Michigan,1,2,Frank Leahy,W,35,12,10,9,1943,Away,8,1,0,1
332,1943,10/16/1943,Wisconsin,1,,Frank Leahy,W,50,0,10,16,1943,Away,1,9,0,1
336,1943,11/13/1943,Northwestern,1,8,Frank Leahy,W,25,6,11,13,1943,Away,6,2,0,1
339,1944,9/30/1944,Pittsburgh,,,Ed McKeever,W,58,0,9,30,1944,Away,4,5,0,1
343,1944,10/28/1944,Illinois,1,14,Ed McKeever,W,13,7,10,28,1944,Away,5,4,1,1
347,1944,11/25/1944,Georgia Tech,18,10,Ed McKeever,W,21,0,11,25,1944,Away,8,3,0,1
350,1945,10/6/1945,Georgia Tech,,,Hugh Devore,W,40,7,10,6,1945,Away,4,6,0,1
352,1945,10/20/1945,Pittsburgh,3,,Hugh Devore,W,39,9,10,20,1945,Away,3,7,0,1
356,1945,11/17/1945,Northwestern,7,,Hugh Devore,W,34,7,11,17,1945,Away,4,4,1,1
357,1945,11/24/1945,Tulane,5,,Hugh Devore,W,32,6,11,24,1945,Away,2,6,1,1
358,1945,12/1/1945,Great Lakes Navy,5,,Hugh Devore,L,7,39,12,1,1945,Away,6,4,1,1
359,1946,9/28/1946,Illinois,,,Frank Leahy,W,26,6,9,28,1946,Away,8,2,0,1
362,1946,10/26/1946,Iowa,2,17,Frank Leahy,W,41,6,10,26,1946,Away,5,4,0,1
366,1946,11/23/1946,Tulane,2,,Frank Leahy,W,41,0,11,23,1946,Away,3,7,0,1
368,1947,10/4/1947,Pittsburgh,,,Frank Leahy,W,40,6,10,4,1947,Away,1,8,0,1
369,1947,10/11/1947,Purdue,1,,Frank Leahy,W,22,7,10,11,1947,Away,5,4,0,1
374,1947,11/15/1947,Northwestern,1,,Frank Leahy,W,26,19,11,15,1947,Away,3,6,0,1
376,1947,12/6/1947,Southern California,1,3,Frank Leahy,W,38,7,12,6,1947,Away,7,2,1,1
378,1948,10/2/1948,Pittsburgh,,,Frank Leahy,W,40,0,10,2,1948,Away,6,3,0,1
380,1948,10/16/1948,Nebraska,2,,Frank Leahy,W,44,13,10,16,1948,Away,2,8,0,1
381,1948,10/23/1948,Iowa,2,,Frank Leahy,W,27,12,10,23,1948,Away,4,5,0,1
383,1948,11/6/1948,Indiana,1,,Frank Leahy,W,42,6,11,6,1948,Away,2,7,0,1
386,1948,12/4/1948,Southern California,2,,Frank Leahy,T,14,14,12,4,1948,Away,6,3,1,1
388,1949,10/1/1949,Washington,,,Frank Leahy,W,27,7,10,1,1949,Away,3,7,0,1
389,1949,10/8/1949,Purdue,2,,Frank Leahy,W,35,12,10,8,1949,Away,4,5,0,1
392,1949,11/5/1949,Michigan State,1,10,Frank Leahy,W,34,21,11,5,1949,Away,6,3,0,1
396,1949,12/3/1949,Southern Methodist,1,,Frank Leahy,W,27,20,12,3,1949,Away,5,4,1,1
399,1950,10/14/1950,Tulane,10,,Frank Leahy,W,13,9,10,14,1950,Away,6,2,1,1
400,1950,10/21/1950,Indiana,11,,Frank Leahy,L,7,20,10,21,1950,Away,3,5,1,1
404,1950,11/18/1950,Iowa,,,Frank Leahy,T,14,14,11,18,1950,Away,3,5,1,1
405,1950,12/2/1950,Southern California,,,Frank Leahy,L,7,9,12,2,1950,Away,2,5,2,1
409,1951,10/20/1951,Pittsburgh,,,Frank Leahy,W,33,0,10,20,1951,Away,3,7,0,1
412,1951,11/10/1951,Michigan State,11,5,Frank Leahy,L,0,35,11,10,1951,Away,9,0,0,1
413,1951,11/17/1951,North Carolina,,,Frank Leahy,W,12,7,11,17,1951,Away,2,8,0,1
415,1951,12/1/1951,Southern California,,20,Frank Leahy,W,19,12,12,1,1951,Away,7,3,0,1
416,1952,9/27/1952,Pennsylvania,10,12,Frank Leahy,T,7,7,9,27,1952,Away,4,3,2,1
417,1952,10/4/1952,Texas,19,5,Frank Leahy,W,14,3,10,4,1952,Away,8,2,0,1
419,1952,10/18/1952,Purdue,,9,Frank Leahy,W,26,14,10,18,1952,Away,4,3,2,1
423,1952,11/15/1952,Michigan State,6,1,Frank Leahy,L,3,21,11,15,1952,Away,9,0,0,1
424,1952,11/22/1952,Iowa,9,,Frank Leahy,W,27,0,11,22,1952,Away,2,7,0,1
426,1953,9/26/1953,Oklahoma,1,6,Frank Leahy,W,28,21,9,26,1953,Away,9,1,1,1
427,1953,10/3/1953,Purdue,1,,Frank Leahy,W,37,7,10,3,1953,Away,2,7,0,1
431,1953,11/7/1953,Pennsylvania,1,,Frank Leahy,W,28,20,11,7,1953,Away,3,5,1,1
432,1953,11/14/1953,North Carolina,1,,Frank Leahy,W,34,14,11,14,1953,Away,4,6,0,1
434,1953,11/28/1953,Southern California,2,20,Frank Leahy,W,48,14,11,28,1953,Away,6,3,1,1
438,1954,10/9/1954,Pittsburgh,8,,Terry Brennan,W,33,0,10,9,1954,Away,4,5,0,1
441,1954,11/6/1954,Pennsylvania,5,,Terry Brennan,W,42,7,11,6,1954,Away,0,9,0,1
443,1954,11/20/1954,Iowa,4,19,Terry Brennan,W,34,18,11,20,1954,Away,5,4,0,1
445,1954,12/4/1954,Southern Methodist,4,,Terry Brennan,W,26,14,12,4,1954,Away,6,3,1,1
448,1955,10/7/1955,Miami,5,15,Terry Brennan,W,14,0,10,7,1955,Away,6,3,0,1
449,1955,10/15/1955,Michigan State,4,13,Terry Brennan,L,7,21,10,15,1955,Away,9,1,0,1
450,1955,10/22/1955,Purdue,11,,Terry Brennan,W,22,7,10,22,1955,Away,5,3,1,1
452,1955,11/5/1955,Pennsylvania,6,,Terry Brennan,W,46,14,11,5,1955,Away,0,9,0,1
453,1955,11/12/1955,North Carolina,5,,Terry Brennan,W,27,7,11,12,1955,Away,3,7,0,1
455,1955,11/26/1955,Southern California,5,,Terry Brennan,L,20,42,11,26,1955,Away,6,4,0,1
456,1956,9/22/1956,Southern Methodist,3,,Terry Brennan,L,13,19,9,22,1956,Away,4,6,0,1
462,1956,11/10/1956,Pittsburgh,,20,Terry Brennan,L,13,26,11,10,1956,Away,7,3,1,1
464,1956,11/24/1956,Iowa,,3,Terry Brennan,L,8,48,11,24,1956,Away,9,1,0,1
465,1956,12/1/1956,Southern California,,17,Terry Brennan,L,20,28,12,1,1956,Away,8,2,0,1
466,1957,9/28/1957,Purdue,,,Terry Brennan,W,12,0,9,28,1957,Away,5,4,0,1
471,1957,11/9/1957,Michigan State,15,4,Terry Brennan,L,6,34,11,9,1957,Away,8,1,0,1
472,1957,11/16/1957,Oklahoma,,2,Terry Brennan,W,7,0,11,16,1957,Away,10,1,0,1
475,1957,12/7/1957,Southern Methodist,12,,Terry Brennan,W,54,21,12,7,1957,Away,4,5,1,1
477,1958,10/4/1958,Southern Methodist,7,17,Terry Brennan,W,14,6,10,4,1958,Away,6,4,0,1
482,1958,11/8/1958,Pittsburgh,14,,Terry Brennan,L,26,29,11,8,1958,Away,5,4,1,1
484,1958,11/22/1958,Iowa,15,6,Terry Brennan,L,21,31,11,22,1958,Away,8,1,1,1
485,1958,11/29/1958,Southern California,18,,Terry Brennan,W,20,13,11,29,1958,Away,4,5,1,1
487,1959,10/3/1959,Purdue,8,,Joe Kuharich,L,7,28,10,3,1959,Away,5,2,2,1
488,1959,10/10/1959,California,,,Joe Kuharich,W,28,6,10,10,1959,Away,2,8,0,1
489,1959,10/17/1959,Michigan State,,,Joe Kuharich,L,0,19,10,17,1959,Away,5,4,0,1
493,1959,11/14/1959,Pittsburgh,,,Joe Kuharich,L,13,28,11,14,1959,Away,6,4,0,1
494,1959,11/21/1959,Iowa,,16,Joe Kuharich,W,20,19,11,21,1959,Away,5,4,0,1
498,1960,10/8/1960,North Carolina,,,Joe Kuharich,L,7,12,10,8,1960,Away,3,7,0,1
500,1960,10/22/1960,Northwestern,,,Joe Kuharich,L,6,7,10,22,1960,Away,5,4,0,1
503,1960,11/12/1960,Miami,,,Joe Kuharich,L,21,28,11,12,1960,Away,6,4,0,1
505,1960,11/26/1960,Southern California,,,Joe Kuharich,W,17,0,11,26,1960,Away,4,6,0,1
507,1961,10/7/1961,Purdue,,,Joe Kuharich,W,22,20,10,7,1961,Away,6,3,0,1
509,1961,10/21/1961,Michigan State,6,1,Joe Kuharich,L,7,17,10,21,1961,Away,7,2,0,1
512,1961,11/11/1961,Pittsburgh,,,Joe Kuharich,W,26,20,11,11,1961,Away,3,7,0,1
514,1961,11/25/1961,Iowa,,,Joe Kuharich,L,21,42,11,25,1961,Away,5,4,0,1
515,1961,12/2/1961,Duke,,,Joe Kuharich,L,13,37,12,2,1961,Away,7,3,0,1
516,1962,9/29/1962,Oklahoma,,,Joe Kuharich,W,13,7,9,29,1962,Away,8,3,0,1
518,1962,10/13/1962,Wisconsin,,,Joe Kuharich,L,8,17,10,13,1962,Away,8,2,0,1
520,1962,10/27/1962,Northwestern,,3,Joe Kuharich,L,6,35,10,27,1962,Away,7,2,0,1
525,1962,12/1/1962,Southern California,,1,Joe Kuharich,L,0,25,12,1,1962,Away,11,0,0,1
527,1963,10/5/1963,Purdue,,,Hugh Devore,L,6,7,10,5,1963,Away,5,4,0,1
530,1963,10/26/1963,Stanford,,,Hugh Devore,L,14,24,10,26,1963,Away,3,7,0,1
533,1963,11/16/1963,Michigan State,,4,Hugh Devore,L,7,12,11,16,1963,Away,6,2,1,1
535,1964,9/26/1964,Wisconsin,,,Ara Parseghian,W,31,7,9,26,1964,Away,3,6,0,1
537,1964,10/10/1964,Air Force,6,,Ara Parseghian,W,34,7,10,10,1964,Away,4,5,1,1
541,1964,11/7/1964,Pittsburgh,1,,Ara Parseghian,W,17,15,11,7,1964,Away,3,5,2,1
544,1964,11/28/1964,Southern California,1,,Ara Parseghian,L,17,20,11,28,1964,Away,7,3,0,1
545,1965,9/18/1965,California,3,,Ara Parseghian,W,48,6,9,18,1965,Away,5,5,0,1
546,1965,9/25/1965,Purdue,1,6,Ara Parseghian,L,21,25,9,25,1965,Away,7,2,1,1
551,1965,11/6/1965,Pittsburgh,4,,Ara Parseghian,W,69,13,11,6,1965,Away,3,7,0,1
554,1965,11/27/1965,Miami,6,,Ara Parseghian,T,0,0,11,27,1965,Away,5,4,1,1
556,1966,10/1/1966,Northwestern,4,,Ara Parseghian,W,35,7,10,1,1966,Away,3,6,1,1
559,1966,10/22/1966,Oklahoma,1,10,Ara Parseghian,W,38,0,10,22,1966,Away,6,4,0,1
563,1966,11/19/1966,Michigan State,1,2,Ara Parseghian,T,10,10,11,19,1966,Away,9,0,1,1
564,1966,11/26/1966,Southern California,1,10,Ara Parseghian,W,51,0,11,26,1966,Away,7,4,0,1
566,1967,9/30/1967,Purdue,1,10,Ara Parseghian,L,21,28,9,30,1967,Away,8,2,0,1
569,1967,10/21/1967,Illinois,,,Ara Parseghian,W,47,7,10,21,1967,Away,4,6,0,1
572,1967,11/11/1967,Pittsburgh,9,,Ara Parseghian,W,38,0,11,11,1967,Away,1,9,0,1
573,1967,11/18/1967,Georgia Tech,9,,Ara Parseghian,W,36,3,11,18,1967,Away,4,6,0,1
574,1967,11/24/1967,Miami,6,,Ara Parseghian,W,24,22,11,24,1967,Away,7,4,0,1
577,1968,10/5/1968,Iowa,5,,Ara Parseghian,W,51,28,10,5,1968,Away,5,5,0,1
580,1968,10/26/1968,Michigan State,5,,Ara Parseghian,L,17,21,10,26,1968,Away,5,5,0,1
584,1968,11/30/1968,Southern California,9,2,Ara Parseghian,T,21,21,11,30,1968,Away,9,1,1,1
586,1969,9/27/1969,Purdue,9,16,Ara Parseghian,L,14,28,9,27,1969,Away,8,2,0,1
590,1969,10/25/1969,Tulane,12,,Ara Parseghian,W,37,0,10,25,1969,Away,3,7,0,1
592,1969,11/8/1969,Pittsburgh,8,,Ara Parseghian,W,49,7,11,8,1969,Away,4,6,0,1
593,1969,11/15/1969,Georgia Tech,9,,Ara Parseghian,W,38,20,11,15,1969,Away,4,6,0,1
